Order_Date,Ship_Date,Units_Sold,Unit_Price,Unit_Cost
9/6/16,5/7/16,1342,651.21,524.96
2/2/14,9/3/14,3981,152.58,97.44
8/26/13,9/23/13,5176,81.73,56.67
2/28/13,7/4/13,9931,668.27,502.54
9/22/11,3/10/11,5283,421.89,364.69
4/14/13,5/18/13,5298,152.58,97.44
4/19/15,4/22/15,6076,152.58,97.44
6/23/12,6/29/12,746,437.2,263.33
7/10/15,11/19/15,4470,255.28,159.42
8/25/10,10/14/10,9440,81.73,56.67
12/25/13,1/23/14,9879,205.7,117.11
6/3/17,3/26/17,7042,81.73,56.67
9/15/12,12/10/12,4216,255.28,159.42
1/16/13,2/24/13,1718,154.06,90.93
7/30/16,10/8/16,1897,651.21,524.96
5/30/11,6/7/11,4132,255.28,159.42
12/27/16,1/18/17,9834,109.28,35.84
8/3/12,3/18/12,7446,154.06,90.93
10/18/14,10/27/14,7442,437.2,263.33
6/3/17,3/20/17,7327,152.58,97.44
1/10/12,6/11/12,6636,81.73,56.67
9/12/14,12/30/14,1937,109.28,35.84
2/7/15,7/31/15,1829,81.73,56.67
1/21/11,1/31/11,1941,437.2,263.33
8/6/14,5/7/14,9935,81.73,56.67
7/1/13,5/2/13,502,152.58,97.44
5/30/10,6/29/10,368,109.28,35.84
1/21/15,2/23/15,3286,9.33,6.92
1/10/13,3/10/13,5042,255.28,159.42
4/16/13,5/28/13,8455,109.28,35.84
12/16/13,4/1/14,8372,255.28,159.42
4/25/13,3/6/13,6674,154.06,90.93
7/26/17,8/14/17,7271,437.2,263.33
1/16/15,3/2/15,1107,152.58,97.44
4/16/10,4/20/10,1154,81.73,56.67
9/13/12,10/20/12,7418,668.27,502.54
9/1/10,2/15/10,1935,437.2,263.33
7/26/17,10/8/17,3771,437.2,263.33
3/11/13,12/17/13,4027,81.73,56.67
4/7/12,8/8/12,831,154.06,90.93
2/18/13,3/3/13,4344,9.33,6.92
7/30/12,9/9/12,1760,255.28,159.42
1/5/16,6/15/16,2302,154.06,90.93
6/1/12,2/15/12,2224,109.28,35.84
1/14/11,1/18/11,9813,668.27,502.54
7/7/14,9/7/14,387,668.27,502.54
1/17/17,2/2/17,1293,47.45,31.79
9/7/10,7/20/10,6911,47.45,31.79
8/8/10,8/27/10,3654,81.73,56.67
3/2/15,12/2/15,4963,9.33,6.92
12/4/15,4/26/15,6311,109.28,35.84
11/19/14,11/23/14,204,437.2,263.33
11/2/11,2/26/11,1178,154.06,90.93
6/8/13,8/23/13,801,255.28,159.42
4/27/10,6/14/10,2670,47.45,31.79
10/28/16,11/27/16,7416,109.28,35.84
12/11/11,12/11/11,7700,255.28,159.42
11/25/16,12/31/16,3214,437.2,263.33
8/8/16,1/9/16,5682,668.27,502.54
8/19/15,2/10/15,3858,152.58,97.44
2/21/12,3/25/12,8530,152.58,97.44
9/17/16,9/10/16,7514,255.28,159.42
12/9/10,9/13/10,658,9.33,6.92
5/8/10,8/8/10,4844,668.27,502.54
3/29/11,4/18/11,8982,437.2,263.33
4/29/12,1/6/12,9013,668.27,502.54
8/14/14,9/21/14,2913,109.28,35.84
2/24/16,3/13/16,5686,651.21,524.96
7/1/16,1/27/16,4368,205.7,117.11
10/8/10,7/9/10,3026,154.06,90.93
3/7/12,8/13/12,7758,81.73,56.67
9/6/16,7/24/16,1696,154.06,90.93
8/15/10,9/24/10,10000,152.58,97.44
3/11/10,11/17/10,4862,154.06,90.93
3/23/11,10/4/11,506,152.58,97.44
4/10/10,11/15/10,8188,668.27,502.54
1/22/17,2/3/17,1192,668.27,502.54
4/25/12,6/13/12,9836,109.28,35.84
1/22/10,2/18/10,6470,152.58,97.44
7/15/13,1/8/13,472,81.73,56.67
11/27/11,12/20/11,3255,109.28,35.84
4/30/14,10/6/14,3260,47.45,31.79
11/18/15,12/15/15,961,668.27,502.54
6/30/16,7/27/16,3863,154.06,90.93
1/3/17,2/3/17,1502,154.06,90.93
2/29/16,4/16/16,446,205.7,117.11
10/29/12,11/21/12,9292,81.73,56.67
8/5/11,8/6/11,3672,437.2,263.33
12/25/16,1/25/17,1246,668.27,502.54
10/2/17,7/3/17,6706,154.06,90.93
5/5/15,5/31/15,6777,152.58,97.44
7/15/12,8/20/12,5212,437.2,263.33
8/26/10,9/16/10,7799,255.28,159.42
6/20/16,7/24/16,7354,255.28,159.42
2/17/15,3/31/15,8726,668.27,502.54
11/10/11,11/10/11,3796,109.28,35.84
8/8/12,5/9/12,6473,651.21,524.96
8/7/13,8/8/13,7701,9.33,6.92
6/29/11,7/28/11,454,154.06,90.93
4/12/15,5/1/16,4735,255.28,159.42
7/22/14,7/31/14,2582,9.33,6.92
2/15/15,10/3/15,3061,9.33,6.92
4/16/11,1/6/11,7272,47.45,31.79
9/14/16,10/22/16,3343,437.2,263.33
10/20/15,11/13/15,1437,668.27,502.54
2/1/13,1/21/13,8745,154.06,90.93
10/21/13,9/12/13,4492,668.27,502.54
5/27/13,6/22/13,4932,651.21,524.96
8/18/15,9/17/15,8351,47.45,31.79
9/1/14,5/2/14,67,668.27,502.54
7/10/10,11/22/10,7428,47.45,31.79
11/19/12,11/23/12,4814,205.7,117.11
4/30/13,3/6/13,8637,437.2,263.33
6/20/17,6/23/17,2338,651.21,524.96
7/8/16,9/22/16,1392,152.58,97.44
9/6/14,11/7/14,8303,154.06,90.93
6/10/15,11/20/15,7607,668.27,502.54
1/22/15,1/29/15,872,47.45,31.79
6/16/15,6/22/15,1696,421.89,364.69
9/5/17,5/23/17,710,154.06,90.93
8/25/14,9/13/14,573,668.27,502.54
8/28/13,10/14/13,980,154.06,90.93
3/13/14,4/17/14,3653,154.06,90.93
8/5/13,5/19/13,7347,154.06,90.93
6/11/16,11/22/16,2849,651.21,524.96
7/21/12,8/18/12,7975,109.28,35.84
9/2/12,3/19/12,2575,421.89,364.69
11/11/16,10/12/16,3528,81.73,56.67
1/31/14,3/15/14,9746,255.28,159.42
1/14/11,1/23/11,7171,81.73,56.67
1/22/16,2/18/16,3775,437.2,263.33
1/13/12,9/2/12,4566,154.06,90.93
3/18/13,3/24/13,6577,109.28,35.84
12/22/15,12/22/15,3878,255.28,159.42
10/3/10,3/16/10,2566,421.89,364.69
4/20/13,1/5/13,5771,109.28,35.84
11/7/13,7/27/13,8655,152.58,97.44
3/7/11,9/7/11,3410,437.2,263.33
4/7/16,8/8/16,4259,152.58,97.44
5/19/12,6/30/12,2458,255.28,159.42
4/25/14,5/23/14,1292,421.89,364.69
1/23/12,2/29/12,1079,154.06,90.93
3/8/11,8/24/11,4168,154.06,90.93
2/20/16,3/15/16,9938,154.06,90.93
11/13/14,11/15/14,9801,47.45,31.79
10/12/16,1/28/17,2198,109.28,35.84
9/6/17,1/7/17,7604,9.33,6.92
4/14/16,2/5/16,3524,205.7,117.11
6/24/14,8/8/14,9493,154.06,90.93
4/16/10,4/16/10,2079,81.73,56.67
8/18/10,3/10/10,9881,152.58,97.44
12/2/12,3/13/12,8528,154.06,90.93
7/6/12,6/21/12,5682,255.28,159.42
9/2/14,3/31/14,6035,255.28,159.42
3/3/13,3/3/13,6311,437.2,263.33
6/30/10,7/18/10,264,154.06,90.93
6/8/15,8/24/15,3680,205.7,117.11
7/18/12,7/21/12,9378,651.21,524.96
11/10/16,11/23/16,2206,81.73,56.67
9/16/10,10/26/10,4043,154.06,90.93
7/9/15,9/21/15,8800,47.45,31.79
6/18/12,9/7/12,7421,152.58,97.44
3/3/13,4/4/13,2878,9.33,6.92
1/18/12,1/22/12,5177,421.89,364.69
12/27/11,6/1/12,6354,421.89,364.69
2/25/13,6/3/13,5476,81.73,56.67
12/10/16,6/11/16,3641,651.21,524.96
10/20/13,7/11/13,8981,205.7,117.11
5/15/11,5/29/11,1655,9.33,6.92
11/26/13,12/22/13,8856,152.58,97.44
3/10/11,1/11/11,9807,9.33,6.92
7/4/15,5/17/15,765,154.06,90.93
12/2/13,3/18/13,14,154.06,90.93
2/1/14,1/31/14,2873,152.58,97.44
12/7/12,7/15/12,6689,205.7,117.11
9/21/15,10/17/15,5843,651.21,524.96
11/7/16,7/8/16,6745,47.45,31.79
9/30/12,10/26/12,2839,152.58,97.44
10/28/10,2/11/10,9598,255.28,159.42
6/19/14,7/25/14,9526,81.73,56.67
4/24/13,4/26/13,7160,154.06,90.93
12/29/16,1/24/17,4068,255.28,159.42
6/29/13,11/8/13,3847,154.06,90.93
10/14/10,10/11/10,7128,205.7,117.11
2/5/10,5/18/10,6572,81.73,56.67
11/21/10,12/26/10,1871,81.73,56.67
6/4/12,4/29/12,4750,9.33,6.92
7/18/11,7/24/11,3961,205.7,117.11
6/17/14,7/14/14,293,437.2,263.33
10/6/16,6/22/16,1562,109.28,35.84
12/28/13,12/31/13,7617,47.45,31.79
12/1/16,2/14/16,5338,109.28,35.84
5/27/17,9/7/17,3636,205.7,117.11
3/22/10,5/4/10,8453,152.58,97.44
5/26/10,9/7/10,7763,668.27,502.54
12/19/15,1/1/16,6570,651.21,524.96
11/18/10,9/12/10,1912,81.73,56.67
3/29/14,3/29/14,7855,47.45,31.79
2/12/15,1/21/16,498,81.73,56.67
8/21/10,8/27/10,2971,9.33,6.92
11/25/16,12/14/16,435,255.28,159.42
8/21/12,9/17/12,5083,9.33,6.92
11/9/14,12/10/14,1137,255.28,159.42
6/24/14,7/13/14,9853,421.89,364.69
1/16/12,3/3/12,4517,421.89,364.69
4/13/12,4/16/12,5447,437.2,263.33
4/8/13,9/17/13,4991,205.7,117.11
8/21/11,8/31/11,2529,154.06,90.93
9/25/10,4/10/10,9471,9.33,6.92
6/16/12,7/22/12,4261,109.28,35.84
11/24/11,9/1/12,7373,205.7,117.11
7/19/16,8/25/16,6310,47.45,31.79
6/4/12,4/22/12,609,421.89,364.69
6/17/12,7/20/12,6838,9.33,6.92
6/23/16,9/8/16,3595,437.2,263.33
10/5/13,5/16/13,6510,668.27,502.54
5/12/15,12/30/15,3244,421.89,364.69
7/30/11,1/8/11,8489,47.45,31.79
6/23/11,6/25/11,8970,668.27,502.54
6/30/16,7/28/16,8440,81.73,56.67
10/6/13,7/23/13,2687,651.21,524.96
1/9/16,3/9/16,4527,255.28,159.42
4/29/11,5/21/11,8810,81.73,56.67
11/2/10,2/19/10,7414,255.28,159.42
8/31/11,9/28/11,4252,421.89,364.69
11/20/11,12/30/11,265,81.73,56.67
4/27/15,9/5/15,8428,154.06,90.93
3/19/16,3/24/16,8745,437.2,263.33
6/18/17,7/27/17,3251,255.28,159.42
8/29/11,9/21/11,1016,205.7,117.11
5/3/15,6/4/15,3136,205.7,117.11
5/17/11,6/13/11,7743,9.33,6.92
12/25/14,1/26/15,4997,205.7,117.11
12/4/15,4/22/15,2091,421.89,364.69
6/3/10,4/14/10,8248,205.7,117.11
9/1/10,9/2/10,9723,651.21,524.96
1/31/11,2/16/11,4802,255.28,159.42
6/18/14,6/27/14,8803,9.33,6.92
8/10/14,11/17/14,9074,651.21,524.96
6/17/11,7/13/11,9996,255.28,159.42
8/17/12,5/10/12,7978,47.45,31.79
1/28/16,2/24/16,6465,651.21,524.96
2/2/13,3/18/13,929,421.89,364.69
12/19/14,7/1/15,3875,205.7,117.11
3/5/11,10/6/11,9839,205.7,117.11
10/31/11,11/22/11,389,9.33,6.92
3/1/12,10/1/12,9123,154.06,90.93
5/4/12,4/23/12,6672,255.28,159.42
1/24/14,6/3/14,5696,109.28,35.84
2/3/16,3/3/16,5888,205.7,117.11
10/21/10,11/30/10,8971,154.06,90.93
3/18/10,4/18/10,3700,47.45,31.79
7/16/12,1/8/12,862,205.7,117.11
3/25/13,4/18/13,8274,47.45,31.79
7/5/16,6/24/16,5784,81.73,56.67
4/9/15,9/19/15,272,205.7,117.11
8/14/13,4/9/13,650,154.06,90.93
6/14/17,1/8/17,2860,437.2,263.33
10/13/12,11/21/12,4875,651.21,524.96
10/18/12,11/16/12,1700,109.28,35.84
5/8/16,8/18/16,372,668.27,502.54
12/24/12,1/22/13,4958,255.28,159.42
7/19/14,10/8/14,1556,47.45,31.79
7/1/16,5/2/16,3296,255.28,159.42
7/3/13,8/3/13,5340,651.21,524.96
1/4/14,4/27/14,9880,81.73,56.67
9/5/13,5/13/13,1140,651.21,524.96
1/18/17,12/2/17,373,437.2,263.33
3/30/10,12/5/10,868,109.28,35.84
12/21/12,7/2/13,2940,205.7,117.11
1/25/16,9/3/16,8939,205.7,117.11
9/3/15,2/4/15,8244,651.21,524.96
8/23/14,7/10/14,2267,152.58,97.44
8/1/16,8/1/16,9450,47.45,31.79
5/27/14,7/14/14,266,205.7,117.11
4/14/17,5/18/17,2221,255.28,159.42
10/7/10,7/26/10,4850,47.45,31.79
8/2/15,3/23/15,4721,205.7,117.11
3/23/15,4/17/15,433,152.58,97.44
1/26/15,6/2/15,7616,437.2,263.33
4/28/12,12/5/12,3930,9.33,6.92
2/2/17,7/3/17,4068,255.28,159.42
2/4/10,5/5/10,4754,154.06,90.93
5/27/15,11/6/15,9742,205.7,117.11
5/10/11,11/21/11,4819,255.28,159.42
11/9/13,9/10/13,2802,109.28,35.84
1/12/13,12/30/13,8539,152.58,97.44
7/26/17,7/29/17,3911,255.28,159.42
11/9/15,2/10/15,2829,651.21,524.96
12/10/11,11/18/11,6235,81.73,56.67
5/15/10,6/6/10,7103,668.27,502.54
4/14/13,5/18/13,5437,205.7,117.11
4/11/15,12/20/15,3274,668.27,502.54
8/20/10,4/9/10,9681,109.28,35.84
1/14/14,1/2/14,5756,255.28,159.42
12/28/16,11/1/17,9631,81.73,56.67
1/7/11,7/29/11,1465,205.7,117.11
2/14/17,9/3/17,8451,651.21,524.96
8/24/16,9/19/16,9813,255.28,159.42
10/31/12,1/11/12,1806,668.27,502.54
3/2/17,1/3/17,2715,109.28,35.84
5/23/15,9/6/15,7858,152.58,97.44
6/24/17,6/28/17,4585,255.28,159.42
3/30/15,3/4/15,7274,668.27,502.54
9/10/16,11/27/16,2337,255.28,159.42
4/19/12,4/24/12,3216,437.2,263.33
10/31/15,9/11/15,5385,205.7,117.11
9/12/15,8/1/16,1348,109.28,35.84
5/27/17,5/28/17,5643,255.28,159.42
9/17/14,3/11/14,9835,109.28,35.84
12/28/10,12/28/10,7525,421.89,364.69
3/18/14,4/24/14,9341,437.2,263.33
9/13/10,10/27/10,7945,255.28,159.42
7/5/14,6/23/14,3029,109.28,35.84
5/23/17,6/26/17,6318,81.73,56.67
3/12/16,5/1/17,6565,255.28,159.42
4/2/11,9/3/11,4556,437.2,263.33
6/29/10,7/13/10,8111,154.06,90.93
10/8/11,8/28/11,7076,651.21,524.96
10/16/15,10/11/15,8332,668.27,502.54
4/24/10,5/22/10,790,109.28,35.84
4/1/10,12/1/10,392,109.28,35.84
8/24/15,4/9/15,5112,9.33,6.92
7/2/10,2/28/10,9955,437.2,263.33
3/18/15,4/21/15,1957,47.45,31.79
11/3/12,4/15/12,5185,9.33,6.92
8/25/13,9/15/13,5738,651.21,524.96
4/19/14,5/19/14,6746,47.45,31.79
3/7/17,7/14/17,3370,255.28,159.42
1/5/16,3/5/16,7803,255.28,159.42
6/26/12,1/7/12,4267,47.45,31.79
9/7/12,7/18/12,4019,255.28,159.42
6/27/16,7/14/16,343,437.2,263.33
2/20/14,12/3/14,3558,9.33,6.92
10/6/11,2/7/11,6012,437.2,263.33
8/20/11,5/9/11,7085,109.28,35.84
6/14/11,6/22/11,8188,421.89,364.69
6/25/12,8/8/12,7763,9.33,6.92
5/18/17,6/15/17,6284,154.06,90.93
4/12/10,12/12/10,1257,154.06,90.93
10/30/16,12/13/16,2216,651.21,524.96
8/26/10,9/27/10,5730,437.2,263.33
12/6/14,7/14/14,397,81.73,56.67
4/4/17,5/19/17,1847,47.45,31.79
6/10/16,6/11/16,7741,205.7,117.11
4/7/15,8/15/15,2772,9.33,6.92
1/27/17,10/3/17,3663,437.2,263.33
11/10/14,12/11/14,4168,109.28,35.84
7/20/10,8/17/10,75,668.27,502.54
12/3/11,4/14/11,4201,668.27,502.54
12/25/16,8/1/17,1394,9.33,6.92
6/5/10,3/6/10,3533,205.7,117.11
8/15/12,9/26/12,4531,651.21,524.96
2/23/12,5/3/12,5330,109.28,35.84
6/19/13,6/27/13,8902,437.2,263.33
10/29/10,9/12/10,5254,205.7,117.11
10/9/14,10/10/14,6421,421.89,364.69
1/31/10,8/3/10,1470,81.73,56.67
5/18/13,6/19/13,1501,205.7,117.11
6/7/15,4/8/15,4643,205.7,117.11
1/22/16,1/24/16,1057,9.33,6.92
11/14/11,11/28/11,7936,651.21,524.96
6/1/16,2/17/16,4503,437.2,263.33
11/2/16,1/4/16,7013,437.2,263.33
2/1/16,1/16/16,3753,109.28,35.84
10/17/16,10/21/16,39,81.73,56.67
3/2/13,3/22/13,3220,668.27,502.54
5/12/11,12/15/11,7677,81.73,56.67
10/27/13,11/22/13,9820,154.06,90.93
7/28/16,10/8/16,3091,437.2,263.33
6/22/11,6/25/11,2965,152.58,97.44
5/21/17,9/6/17,1947,668.27,502.54
5/16/16,6/29/16,4571,437.2,263.33
6/30/10,8/18/10,2406,651.21,524.96
12/6/10,3/7/10,9051,47.45,31.79
8/19/16,9/22/16,5135,651.21,524.96
5/18/15,12/6/15,3319,421.89,364.69
12/30/12,1/18/13,3296,81.73,56.67
11/16/16,11/22/16,6789,255.28,159.42
7/14/16,7/26/16,2554,9.33,6.92
2/15/10,3/16/10,1376,421.89,364.69
10/19/15,11/21/15,1072,152.58,97.44
11/28/14,12/16/14,1493,651.21,524.96
5/18/16,5/31/16,9516,154.06,90.93
1/18/15,1/30/15,4054,154.06,90.93
12/8/10,9/29/10,1049,421.89,364.69
5/28/11,10/6/11,8474,651.21,524.96
6/16/15,7/29/15,1334,152.58,97.44
4/18/14,5/21/14,6666,651.21,524.96
11/18/11,7/12/11,8537,668.27,502.54
3/23/13,12/5/13,3046,205.7,117.11
1/20/13,1/29/13,3321,255.28,159.42
9/23/14,12/11/14,4526,109.28,35.84
4/25/11,2/5/11,8851,668.27,502.54
3/2/12,9/3/12,520,668.27,502.54
1/15/16,5/2/16,789,205.7,117.11
8/21/15,9/9/15,2944,109.28,35.84
12/10/15,1/11/15,7301,668.27,502.54
11/11/14,9/12/14,6210,421.89,364.69
2/16/16,3/23/16,9050,9.33,6.92
4/22/16,4/22/16,7233,421.89,364.69
12/28/16,11/1/17,9201,152.58,97.44
4/4/13,10/5/13,5428,109.28,35.84
9/8/12,8/20/12,3418,109.28,35.84
1/14/16,4/3/16,2707,437.2,263.33
3/30/14,5/17/14,9864,651.21,524.96
2/20/14,9/3/14,3486,421.89,364.69
5/5/12,10/5/12,9203,152.58,97.44
9/2/14,7/3/14,4678,437.2,263.33
5/24/14,6/22/14,4601,668.27,502.54
10/18/16,11/15/16,5697,437.2,263.33
8/17/14,12/9/14,1720,81.73,56.67
5/22/17,6/28/17,8457,81.73,56.67
9/26/16,11/10/16,8725,152.58,97.44
12/13/12,10/1/13,7373,47.45,31.79
4/3/11,3/4/11,6280,651.21,524.96
9/1/10,2/18/10,9358,81.73,56.67
12/26/12,9/1/13,7549,205.7,117.11
12/1/17,5/2/17,3827,47.45,31.79
5/31/16,6/26/16,8196,651.21,524.96
7/1/14,2/20/14,2693,81.73,56.67
3/1/10,7/2/10,6385,81.73,56.67
11/3/13,4/4/13,371,154.06,90.93
3/7/14,7/25/14,2781,109.28,35.84
8/7/13,12/7/13,3775,81.73,56.67
8/30/14,3/10/14,546,668.27,502.54
9/11/15,12/15/15,2318,421.89,364.69
4/18/12,5/14/12,5346,152.58,97.44
5/22/15,6/22/15,7916,255.28,159.42
5/2/11,2/23/11,5344,421.89,364.69
1/10/16,10/18/16,4981,81.73,56.67
8/28/16,12/10/16,1205,109.28,35.84
5/5/11,6/6/11,428,152.58,97.44
9/29/13,11/16/13,6092,9.33,6.92
2/28/15,3/26/15,3671,152.58,97.44
9/25/11,1/11/11,5670,668.27,502.54
10/25/15,7/11/15,6625,421.89,364.69
4/28/14,5/27/14,8102,9.33,6.92
5/18/10,7/6/10,3702,421.89,364.69
12/16/11,12/25/11,4053,47.45,31.79
12/15/12,1/18/13,1818,437.2,263.33
2/14/12,6/3/12,6687,81.73,56.67
2/11/16,9/11/16,385,668.27,502.54
8/15/16,5/9/16,1668,109.28,35.84
3/14/17,3/16/17,1320,47.45,31.79
2/1/14,1/2/14,7159,81.73,56.67
11/2/11,3/29/11,9034,668.27,502.54
10/6/17,9/7/17,3825,9.33,6.92
8/9/12,3/10/12,443,437.2,263.33
10/9/11,9/24/11,4831,651.21,524.96
3/18/15,4/29/15,4961,668.27,502.54
9/15/13,10/27/13,5839,668.27,502.54
9/11/13,11/19/13,4501,255.28,159.42
1/16/12,2/17/12,5015,154.06,90.93
10/4/13,4/15/13,3478,47.45,31.79
4/13/12,4/30/12,3021,154.06,90.93
4/6/12,6/20/12,8806,109.28,35.84
6/5/14,6/16/14,3023,421.89,364.69
2/3/12,4/14/12,9898,668.27,502.54
6/16/12,6/27/12,684,154.06,90.93
4/4/15,5/24/15,8669,421.89,364.69
4/27/10,6/15/10,4169,437.2,263.33
9/3/11,3/22/11,9533,255.28,159.42
9/7/13,8/13/13,4141,255.28,159.42
1/24/14,2/13/14,9404,81.73,56.67
5/27/14,9/6/14,3765,81.73,56.67
7/3/17,3/30/17,7696,154.06,90.93
6/10/14,11/18/14,8704,651.21,524.96
9/19/15,10/23/15,6323,437.2,263.33
9/26/10,8/11/10,7122,152.58,97.44
4/22/14,5/22/14,9699,668.27,502.54
6/24/15,8/8/15,9685,47.45,31.79
4/12/11,1/23/12,4739,651.21,524.96
3/10/13,11/17/13,9555,154.06,90.93
12/29/16,10/2/17,856,651.21,524.96
12/13/14,1/31/15,2397,668.27,502.54
2/16/17,3/13/17,9964,668.27,502.54
7/3/15,2/4/15,6374,437.2,263.33
12/18/16,6/1/17,6477,668.27,502.54
6/20/12,6/30/12,2152,47.45,31.79
6/21/15,8/7/15,7310,255.28,159.42
4/20/14,5/6/14,2894,81.73,56.67
3/7/13,7/20/13,1876,109.28,35.84
11/26/14,5/1/15,4263,152.58,97.44
10/25/13,11/29/13,2090,152.58,97.44
5/28/10,8/6/10,4425,152.58,97.44
6/23/13,6/8/13,2366,152.58,97.44
12/19/13,1/2/14,4043,668.27,502.54
6/15/11,7/20/11,9618,437.2,263.33
10/5/10,10/6/10,6281,205.7,117.11
4/3/16,11/3/16,3259,205.7,117.11
10/7/16,9/8/16,6804,668.27,502.54
3/30/15,4/25/15,5204,154.06,90.93
12/6/13,6/23/13,3775,81.73,56.67
4/23/13,8/5/13,9866,109.28,35.84
4/16/14,4/22/14,7858,255.28,159.42
11/27/16,12/12/16,4161,81.73,56.67
5/23/11,3/6/11,2218,81.73,56.67
1/10/11,10/27/11,7502,255.28,159.42
2/15/14,3/19/14,2518,47.45,31.79
9/25/15,6/10/15,1803,255.28,159.42
1/19/11,2/26/11,6923,9.33,6.92
10/13/10,11/30/10,1478,9.33,6.92
4/30/15,12/5/15,6097,668.27,502.54
4/1/11,1/26/11,3441,255.28,159.42
9/21/11,10/11/11,3204,152.58,97.44
9/4/17,5/15/17,7107,421.89,364.69
7/3/17,3/14/17,3907,154.06,90.93
5/3/17,8/3/17,4389,81.73,56.67
8/9/12,12/9/12,6371,421.89,364.69
5/13/15,5/13/15,9701,205.7,117.11
5/28/11,6/21/11,1260,154.06,90.93
10/19/10,4/11/10,9958,437.2,263.33
3/29/13,7/4/13,1738,81.73,56.67
1/12/11,1/20/12,4573,437.2,263.33
7/6/12,6/26/12,3469,109.28,35.84
11/22/13,7/12/13,5461,152.58,97.44
3/9/12,9/26/12,4617,437.2,263.33
10/18/13,11/27/13,7035,255.28,159.42
12/26/11,12/28/11,5846,152.58,97.44
6/8/10,8/16/10,6211,47.45,31.79
10/4/10,12/4/10,321,421.89,364.69
9/20/12,10/19/12,2401,109.28,35.84
2/12/16,1/1/17,3705,109.28,35.84
8/5/15,5/16/15,7519,421.89,364.69
11/26/12,1/12/12,4162,47.45,31.79
7/21/15,8/16/15,5981,109.28,35.84
5/22/11,2/6/11,2357,152.58,97.44
4/17/12,5/5/12,4700,152.58,97.44
4/13/12,5/24/12,1453,421.89,364.69
3/1/14,9/2/14,3089,205.7,117.11
5/24/17,5/26/17,7115,9.33,6.92
11/13/15,12/30/15,3064,9.33,6.92
10/4/15,4/25/15,7506,421.89,364.69
12/13/14,3/1/15,9038,255.28,159.42
6/7/11,7/18/11,3291,437.2,263.33
3/19/10,3/19/10,7925,152.58,97.44
4/8/13,11/9/13,7634,437.2,263.33
3/2/10,11/3/10,9140,152.58,97.44
9/29/15,11/17/15,6198,47.45,31.79
4/5/17,6/14/17,4595,47.45,31.79
5/2/14,2/20/14,7149,668.27,502.54
11/17/13,12/27/13,8706,668.27,502.54
3/30/14,4/18/14,1149,81.73,56.67
10/26/13,11/17/13,8387,81.73,56.67
2/2/16,7/2/16,1363,154.06,90.93
6/13/10,7/22/10,3051,152.58,97.44
12/11/13,12/13/13,3456,651.21,524.96
1/2/14,4/2/14,4613,9.33,6.92
11/4/11,4/27/11,5590,9.33,6.92
3/27/14,9/5/14,7486,651.21,524.96
11/27/13,9/1/14,8431,109.28,35.84
7/6/17,7/21/17,8585,47.45,31.79
4/2/14,10/2/14,5142,109.28,35.84
12/17/16,12/24/16,7324,109.28,35.84
8/26/13,7/9/13,1387,668.27,502.54
7/29/15,9/16/15,5617,47.45,31.79
8/4/16,10/5/16,5330,47.45,31.79
5/5/10,6/17/10,7877,255.28,159.42
5/23/12,10/7/12,7636,421.89,364.69
5/17/15,6/14/15,1020,651.21,524.96
1/30/17,1/2/17,1469,205.7,117.11
5/20/16,5/24/16,4458,651.21,524.96
12/29/16,3/1/17,2492,154.06,90.93
2/14/16,3/23/16,107,109.28,35.84
10/29/15,11/23/15,8870,421.89,364.69
8/29/11,8/31/11,2379,437.2,263.33
7/8/11,9/20/11,1266,421.89,364.69
8/2/17,3/17/17,8190,255.28,159.42
10/17/11,10/24/11,2845,9.33,6.92
10/8/10,9/22/10,6953,421.89,364.69
8/22/10,9/13/10,9271,437.2,263.33
1/19/10,2/22/10,583,421.89,364.69
4/11/11,11/11/11,8708,668.27,502.54
6/7/12,10/8/12,3493,668.27,502.54
5/31/13,7/17/13,1819,81.73,56.67
12/15/16,1/19/17,2597,154.06,90.93
7/4/15,10/5/15,1770,152.58,97.44
1/9/16,6/10/16,7310,152.58,97.44
8/19/11,9/13/11,4224,255.28,159.42
5/26/14,7/14/14,9546,152.58,97.44
12/10/13,11/23/13,7344,437.2,263.33
10/17/14,10/18/14,3718,437.2,263.33
2/28/12,3/15/12,1796,421.89,364.69
10/24/16,11/26/16,6741,9.33,6.92
2/4/14,5/14/14,744,109.28,35.84
9/30/13,12/11/13,8028,205.7,117.11
4/15/14,12/5/14,9850,651.21,524.96
1/12/15,1/16/16,9495,668.27,502.54
12/19/15,1/29/16,7280,152.58,97.44
10/26/12,11/11/12,5554,81.73,56.67
4/20/17,5/5/17,3697,47.45,31.79
12/31/10,2/13/11,3121,154.06,90.93
8/22/10,8/10/10,2266,81.73,56.67
4/22/11,5/22/11,1608,255.28,159.42
4/12/12,1/13/13,8651,9.33,6.92
6/29/16,5/8/16,2930,81.73,56.67
9/17/12,3/10/12,1014,9.33,6.92
1/23/16,4/3/16,1502,81.73,56.67
4/8/15,12/8/15,22,668.27,502.54
7/19/16,8/19/16,4237,421.89,364.69
11/24/13,3/12/13,8838,437.2,263.33
3/28/11,4/4/11,549,651.21,524.96
5/1/17,1/2/17,3125,154.06,90.93
6/14/10,7/18/10,2352,154.06,90.93
6/28/13,7/30/13,1048,651.21,524.96
7/4/11,5/14/11,4061,152.58,97.44
6/27/16,2/7/16,3271,651.21,524.96
8/22/12,8/27/12,2589,651.21,524.96
